日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,含预售投产比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台补贴金额,补贴引导成交金额,发券补贴商品个数,补贴引导成交人数
2026-06-12,1041777229710,商品,网红爆款咖啡杯一次性纸杯子带盖热饮90口径外出携带商用打包定制,20,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1041773309442,商品,咖啡杯一次性热饮专用纸杯带盖网红加厚奶茶外带打包杯子商用定制,11,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1041490205444,商品,春天高级感奶茶杯子一次性带盖商用热饮起鼓烫金铝箔奶茶纸杯定制,215,12,5.47,0.05581,0.46,25.44,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,23,6,6,1,0,0,0.10698,0,4,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1041487837536,商品,咖啡杯子一次性咖啡杯奶茶纸杯专用外带打包带盖商用热饮定制logo,152,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,,0,0.00658,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1041485077086,商品,一次性双层中空加厚防烫咖啡纸杯定制网红外卖高档热饮杯印刷定制,266,3,0.15,0.01128,0.05,0.56,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,5,4,4,1,0,0,0.0188,1,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040827726495,商品,一次性咖啡杯食品级纸杯带盖奶茶杯打包杯家用商用双层加厚外带杯,8,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040826130096,商品,咖啡专用纸杯子一次性双层热饮外带打包户外保温食品级商用定制,5,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040824710258,商品,高级橙触感纸咖啡杯一次性纸杯子带盖奶茶热饮400ml外带商用定制,23,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040623455729,商品,可爱面包烘焙系列冷热饮纸杯双淋膜一次性咖啡奶茶打包杯,2,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040622051312,商品,一次性纸杯子咖啡双层加厚防烫冷热通用打包外带盖奶茶饮料定制,4,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040618435365,商品,咖啡杯一次性牛皮纸杯子带盖加厚家用奶茶热饮打包杯外带定制商用,1193,11,0.55,0.00922,0.05,0.46,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,15,9,9,1,0,0,0.01257,0,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1040535594847,商品,双层一次性咖啡杯带盖外带高档热饮纸杯子商用奶茶杯印刷定制logo,282,1,0.05,0.00355,0.05,0.18,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.00355,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1039812767823,商品,网红爆款咖啡杯子一次性咖啡纸杯热饮食品级外带打包带盖商用定制,11,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-12,1039811931981,商品,白色双层防烫中空纸杯一次性加厚奶茶杯咖啡杯热饮杯商用定制LOGO,62,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,,0,0.01613,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052335412252,商品,网红ins风爆款咖啡杯子一次性纸杯奶茶热饮外带打包带盖商用定制,14,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052335408130,商品,EXXUS简约高级一次性咖啡杯双层中空杯小众餐厅聚会防烫热饮加厚,1,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052335372305,商品,牛皮纸一次性水杯加厚家用高级感办公室招待客人纸杯子耐高温防漏,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052335368136,商品,ins风竹纤维纸杯家用加厚卡通牛皮色一次性水杯办公商用待客茶杯,5,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052335148427,商品,网红爆款一次性杯子咖啡杯带盖热饮纸杯90口径外带食品级商用定制,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052302080005,商品,ins风竹纤维纸杯家用加厚卡通牛皮色一次性水杯办公商用待客茶杯,14,1,0.05,0.07143,0.05,3.57,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.07143,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052301896230,商品,可爱卡通牛卡咖啡杯一次性纸杯加厚耐高温家用喝水杯商用可印logo,15,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052301816515,商品,一次性咖啡杯定制奶茶杯带盖烫银热饮咖啡纸杯商用外带打包杯子,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1052301784425,商品,简约一次性牛皮纸杯食品级商务办公咖啡杯加厚家用待客茶杯耐高温,30,1,0.05,0.03333,0.05,1.67,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,2,2,1,0,0,0.1,0,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433797016,商品,水杯一次性牛皮家用纸杯招待客户加厚纸杯子家用茶杯可定制logo,30,1,0.05,0.03333,0.05,1.67,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.03333,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433557420,商品,加厚咖啡杯一次性双层外带纸杯家用奶茶豆浆打包杯子,360,1,0.05,0.00278,0.05,0.14,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.00278,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433481442,商品,一次性牛皮纸杯ins风涂鸦高级感防烫厚杯子待客咖啡纸杯手工制作,4,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433325824,商品,ins风加厚牛皮纸一次性纸杯家用高级感防烫杯子商用咖啡定制logo,5,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433273679,商品,外带杯热饮杯咖啡杯奶茶打包杯防烫加厚中空小狗一次性纸杯400ml,25,1,0.05,0.04,0.05,2.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,1,1,1,0,0,0.08,0,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051433169910,商品,咖啡杯一次性纸杯子带盖奶茶热饮耐高温商用定制,10,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051399941474,商品,牛皮纸超厚一次性家用喝水纸杯门店招待客人泡茶杯子可定制logo,9,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051399841860,商品,网红爆款一次性杯子咖啡杯奶茶纸杯冷热饮杯外带带盖商用定制logo,129,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,,0,0.00775,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051399661876,商品,牛皮纸杯一次性牛皮纸杯加厚耐高温家用喝水杯商用可印logo,6,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1051399561991,商品,加厚本色竹纤维一次性纸杯原浆牛皮纸家用喝水杯商用办公咖啡纸杯,15,1,0.57,0.06667,0.57,38.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.06667,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050466286497,商品,牛皮纸杯一次性杯子中国风家用办公高档招待喝茶杯商用可印logo,3,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050466262149,商品,网红爆款咖啡杯一次性杯子奶茶纸杯食品级热饮茶外带带盖商用定制,376,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050466250262,商品,一次性纸杯带盖咖啡纸杯子高档精致专用外带打包热饮食品级加厚,1,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050466246120,商品,咖啡杯纸杯一次性带盖卡通热饮奶茶纸杯子外带打包杯定制logo商用,6,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050466130275,商品,一次性双层热饮杯咖啡杯奶茶杯隔热外卖打包杯中空杯带盖LOGO定制,8,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050465990497,商品,咖啡杯纸杯一次性带盖卡通热饮奶茶纸杯子外带打包杯定制logo商用,30,1,0.39,0.03333,0.39,13.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.03333,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050465834879,商品,加厚加硬牛皮纸杯家用一次性杯子门店水杯招待水杯小号可定制,21,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050465834866,商品,咖啡杯子一次性纸杯奶茶杯子热饮带盖商用烘焙店外带打包定制logo,109,1,0.05,0.00917,0.05,0.46,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,1,1,1,0,0,0.01835,1,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050432438628,商品,90口径一次性商用隔热咖啡纸杯双层加厚中空杯奶茶冷热饮克定制,8,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050432326660,商品,一次性纸杯加厚加硬防烫食品级牛皮纸水杯家用高级感办公室ins风,2,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1050432198859,商品,一次性咖啡杯纸杯带盖水杯家用商用打包杯热饮纸杯加厚双层奶茶杯,20,1,9.53,0.05,9.53,476.50,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.05,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1049706439173,商品,牛皮纸一次性水杯特厚家用高级感咖啡饮料奶茶杯办公室待客茶水杯,1,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1049673871493,商品,卡通一次性咖啡杯定制奶茶纸杯创意外卖热饮打包双层商业杯子带盖,1,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1049673815444,商品,纸杯一次性牛皮纸杯家用喝水纸杯门店招待客人泡茶杯子可定制logo,9,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1049673515995,商品,咖啡杯子一次性咖啡杯奶茶纸杯专用外带打包带盖商用热饮定制logo,6,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1042634340182,商品,一次性咖啡杯定制印logo商用带盖热饮豆浆打包奶茶店专用纸杯定制,338,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1042345716449,商品,咖啡杯子一次性咖啡杯奶茶纸杯专用外带打包带盖商用热饮定制logo,226,1,1.32,0.00442,1.32,5.84,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,2,2,1,0.5,0,0,0.00885,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1042307009651,商品,咖啡杯一次性纸杯带盖商用专用奶茶热饮纸杯子外带打包杯定制logo,1745,8,4.49,0.00458,0.56,2.57,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,1,98.00,0,0,0,0,0.00,0,9,7,7,1,0,0,0.00516,2,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1042304677977,商品,一次性奶茶纸杯子商用带盖500ml700ml热饮咖啡打包双淋膜纸杯定制,96,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1042303953518,商品,氛围感一次性双层加厚咖啡纸杯带盖打包热饮杯家用治愈系奶茶杯,5,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1041784053203,商品,一次性咖啡杯子奶茶杯带盖塑料冷饮料品外出携带店打包专用商果汁,48,1,2.03,0.02083,2.03,42.29,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.02083,0,1,0,,0,0.00,0,0,,,0.00,6,0.00,0.00,0,0
2026-06-11,1041777229710,商品,网红爆款咖啡杯一次性纸杯子带盖热饮90口径外出携带商用打包定制,38,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1041773309442,商品,咖啡杯一次性热饮专用纸杯带盖网红加厚奶茶外带打包杯子商用定制,91,2,0.10,0.02198,0.05,1.10,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,3,2,2,1,0,0,0.03297,0,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1041490205444,商品,春天高级感奶茶杯子一次性带盖商用热饮起鼓烫金铝箔奶茶纸杯定制,95,1,0.05,0.01053,0.05,0.53,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.01053,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1041487837536,商品,咖啡杯子一次性咖啡杯奶茶纸杯专用外带打包带盖商用热饮定制logo,75,1,0.05,0.01333,0.05,0.67,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.01333,0,1,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1041485077086,商品,一次性双层中空加厚防烫咖啡纸杯定制网红外卖高档热饮杯印刷定制,183,5,18.48,0.02732,3.70,100.98,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,7,5,5,1,0,0,0.03825,0,1,0,,0,0.00,0,0,,,0.00,1,0.00,0.00,0,0
2026-06-11,1041349930010,商品,新年咖啡杯子一次性奶茶纸杯定制马年触感纸热饮外带打包杯盖商用,35,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1040827726495,商品,一次性咖啡杯食品级纸杯带盖奶茶杯打包杯家用商用双层加厚外带杯,23,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1040826130096,商品,咖啡专用纸杯子一次性双层热饮外带打包户外保温食品级商用定制,66,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
2026-06-11,1040824710258,商品,高级橙触感纸咖啡杯一次性纸杯子带盖奶茶热饮400ml外带商用定制,23,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0
